Team 1,Team 2,Winner,Margin,Ground,Match Date,ODI No
India,Sri Lanka,India,2 wickets,Adelaide,"Feb 19, 2008",ODI # 2681
New Zealand,England,tied,,Napier,"Feb 20, 2008",ODI # 2682
Australia,Sri Lanka,Australia,24 runs,Melbourne,"Feb 22, 2008",ODI # 2683
New Zealand,England,New Zealand,34 runs,Christchurch,"Feb 23, 2008",ODI # 2684
Australia,India,Australia,18 runs,Sydney,"Feb 24, 2008",ODI # 2685
India,Sri Lanka,India,7 wickets,Hobart,"Feb 26, 2008",ODI # 2686
Australia,Sri Lanka,Sri Lanka,13 runs,Melbourne,"Feb 29, 2008",ODI # 2687
Australia,India,India,6 wickets,Sydney,"Mar 2, 2008",ODI # 2688
Australia,India,India,9 runs,Brisbane,"Mar 4, 2008",ODI # 2689
Bangladesh,South Africa,South Africa,9 wickets,Chattogram,"Mar 9, 2008",ODI # 2690
Bangladesh,South Africa,South Africa,7 wickets,Dhaka,"Mar 12, 2008",ODI # 2691
Bangladesh,South Africa,South Africa,7 wickets,Dhaka,"Mar 14, 2008",ODI # 2692
Bangladesh,Ireland,Bangladesh,8 wickets,Dhaka,"Mar 18, 2008",ODI # 2693
Bangladesh,Ireland,Bangladesh,84 runs,Dhaka,"Mar 20, 2008",ODI # 2694
Bangladesh,Ireland,Bangladesh,79 runs,Dhaka,"Mar 22, 2008",ODI # 2695
Pakistan,Bangladesh,Pakistan,152 runs,Lahore,"Apr 8, 2008",ODI # 2696
West Indies,Sri Lanka,West Indies,1 wicket,Port of Spain,"Apr 10, 2008",ODI # 2697
Pakistan,Bangladesh,Pakistan,7 wickets,Faisalabad,"Apr 11, 2008",ODI # 2698
West Indies,Sri Lanka,West Indies,7 wickets,Port of Spain,"Apr 12, 2008",ODI # 2699
Pakistan,Bangladesh,Pakistan,23 runs,Lahore,"Apr 13, 2008",ODI # 2700
West Indies,Sri Lanka,no result,,Gros Islet,"Apr 15, 2008",ODI # 2701
Pakistan,Bangladesh,Pakistan,7 wickets,Multan,"Apr 16, 2008",ODI # 2702
Pakistan,Bangladesh,Pakistan,150 runs,Karachi,"Apr 19, 2008",ODI # 2703
Bangladesh,Pakistan,Pakistan,70 runs,Dhaka,"Jun 8, 2008",ODI # 2704
India,Pakistan,India,140 runs,Dhaka,"Jun 10, 2008",ODI # 2705
Bangladesh,India,India,7 wickets,Dhaka,"Jun 12, 2008",ODI # 2706
India,Pakistan,Pakistan,25 runs,Dhaka,"Jun 14, 2008",ODI # 2707
England,New Zealand,England,114 runs,Chester-le-Street,"Jun 15, 2008",ODI # 2708
England,New Zealand,no result,,Birmingham,"Jun 18, 2008",ODI # 2709
England,New Zealand,New Zealand,22 runs,Bristol,"Jun 21, 2008",ODI # 2710
Bangladesh,U.A.E.,Bangladesh,96 runs,Lahore,"Jun 24, 2008",ODI # 2711
Pakistan,Hong Kong,Pakistan,155 runs,Karachi,"Jun 24, 2008",ODI # 2712
West Indies,Australia,Australia,84 runs,Kingstown,"Jun 24, 2008",ODI # 2713
Bangladesh,Sri Lanka,Sri Lanka,131 runs,Lahore,"Jun 25, 2008",ODI # 2715
Hong Kong,India,India,256 runs,Karachi,"Jun 25, 2008",ODI # 2716
England,New Zealand,New Zealand,1 wicket,The Oval,"Jun 25, 2008",ODI # 2714
Pakistan,India,India,6 wickets,Karachi,"Jun 26, 2008",ODI # 2717
Sri Lanka,U.A.E.,Sri Lanka,142 runs,Lahore,"Jun 26, 2008",ODI # 2718
West Indies,Australia,Australia,63 runs,St George's,"Jun 27, 2008",ODI # 2719
England,New Zealand,New Zealand,51 runs,Lord's,"Jun 28, 2008",ODI # 2720
Bangladesh,India,India,7 wickets,Karachi,"Jun 28, 2008",ODI # 2721
Canada,Bermuda,Bermuda,3 wickets,King City (NW),"Jun 28, 2008",ODI # 2722
Pakistan,Sri Lanka,Sri Lanka,64 runs,Karachi,"Jun 29, 2008",ODI # 2723
West Indies,Australia,Australia,7 wickets,St George's,"Jun 29, 2008",ODI # 2724
Canada,Bermuda,Bermuda,11 runs,King City (NW),"Jun 29, 2008",ODI # 2725
Bangladesh,Sri Lanka,Sri Lanka,158 runs,Karachi,"Jun 30, 2008",ODI # 2726
Ireland,New Zealand,New Zealand,290 runs,Aberdeen,"Jul 1, 2008",ODI # 2727
Canada,Bermuda,Canada,77 runs,King City (NW),"Jul 1, 2008",ODI # 2728
Scotland,Ireland,Scotland,5 wickets,Aberdeen,"Jul 2, 2008",ODI # 2729
Pakistan,India,Pakistan,8 wickets,Karachi,"Jul 2, 2008",ODI # 2730
Scotland,New Zealand,New Zealand,8 wickets,Aberdeen,"Jul 3, 2008",ODI # 2731
India,Sri Lanka,India,6 wickets,Karachi,"Jul 3, 2008",ODI # 2732
Pakistan,Bangladesh,Pakistan,10 wickets,Karachi,"Jul 4, 2008",ODI # 2733
West Indies,Australia,Australia,1 run,Basseterre,"Jul 4, 2008",ODI # 2734
India,Sri Lanka,Sri Lanka,100 runs,Karachi,"Jul 6, 2008",ODI # 2735
West Indies,Australia,Australia,169 runs,Basseterre,"Jul 6, 2008",ODI # 2736
Ireland,Netherlands,Ireland,7 wickets,Dublin,"Jul 28, 2008",ODI # 2737
Netherlands,Scotland,Scotland,6 wickets,Dublin,"Jul 29, 2008",ODI # 2738
Ireland,Scotland,Ireland,7 wickets,Dublin,"Jul 31, 2008",ODI # 2739
Netherlands,Bermuda,Netherlands,6 wickets,Amstelveen,"Aug 8, 2008",ODI # 2740
Scotland,Kenya,no result,,Ayr,"Aug 12, 2008",ODI # 2741
Sri Lanka,India,Sri Lanka,8 wickets,Dambulla,"Aug 18, 2008",ODI # 2742
Scotland,England,no result,,Edinburgh,"Aug 18, 2008",ODI # 2743
Canada,Bermuda,Canada,25 runs,King City (NW),"Aug 18, 2008",ODI # 2744
Sri Lanka,India,India,3 wickets,Dambulla,"Aug 20, 2008",ODI # 2745
Bermuda,West Indies,West Indies,6 wickets,King City (NW),"Aug 20, 2008",ODI # 2746
Netherlands,Kenya,Netherlands,6 wickets,Rotterdam,"Aug 21, 2008",ODI # 2747
England,South Africa,England,20 runs,Leeds,"Aug 22, 2008",ODI # 2748
Canada,West Indies,West Indies,49 runs,King City (NW),"Aug 22, 2008",ODI # 2749
Sri Lanka,India,India,33 runs,Colombo (RPS),"Aug 24, 2008",ODI # 2750
Ireland,Kenya,Ireland,33 runs,Belfast,"Aug 24, 2008",ODI # 2751
Canada,West Indies,West Indies,7 wickets,King City (NW),"Aug 24, 2008",ODI # 2752
Ireland,Kenya,no result,,Belfast,"Aug 25, 2008",ODI # 2753
England,South Africa,England,10 wickets,Nottingham,"Aug 26, 2008",ODI # 2754
Sri Lanka,India,India,46 runs,Colombo (RPS),"Aug 27, 2008",ODI # 2755
Sri Lanka,India,Sri Lanka,112 runs,Colombo (RPS),"Aug 29, 2008",ODI # 2756
England,South Africa,England,126 runs,The Oval,"Aug 29, 2008",ODI # 2757
Australia,Bangladesh,Australia,180 runs,Darwin,"Aug 30, 2008",ODI # 2758
England,South Africa,England,7 wickets,Lord's,"Aug 31, 2008",ODI # 2759
Australia,Bangladesh,Australia,8 wickets,Darwin,"Sep 3, 2008",ODI # 2760
England,South Africa,no result,,Cardiff,"Sep 3, 2008",ODI # 2761
Australia,Bangladesh,Australia,73 runs,Darwin,"Sep 6, 2008",ODI # 2762
Bangladesh,New Zealand,Bangladesh,7 wickets,Dhaka,"Oct 9, 2008",ODI # 2763
Bangladesh,New Zealand,New Zealand,75 runs,Dhaka,"Oct 11, 2008",ODI # 2764
Bangladesh,New Zealand,New Zealand,79 runs,Chattogram,"Oct 14, 2008",ODI # 2765
Ireland,Zimbabwe,Zimbabwe,156 runs,Nairobi (Gym),"Oct 17, 2008",ODI # 2766
Kenya,Ireland,Ireland,86 runs,Nairobi (Gym),"Oct 18, 2008",ODI # 2767
Kenya,Zimbabwe,Kenya,95 runs,Nairobi (Gym),"Oct 19, 2008",ODI # 2768
South Africa,Kenya,South Africa,159 runs,Bloemfontein,"Oct 31, 2008",ODI # 2769
South Africa,Kenya,South Africa,7 wickets,Kimberley,"Nov 2, 2008",ODI # 2770
South Africa,Bangladesh,South Africa,61 runs,Potchefstroom,"Nov 7, 2008",ODI # 2771
South Africa,Bangladesh,South Africa,128 runs,Benoni,"Nov 9, 2008",ODI # 2772
Pakistan,West Indies,Pakistan,4 wickets,Abu Dhabi,"Nov 12, 2008",ODI # 2773
India,England,India,158 runs,Rajkot,"Nov 14, 2008",ODI # 2774
Pakistan,West Indies,Pakistan,24 runs,Abu Dhabi,"Nov 14, 2008",ODI # 2775
Pakistan,West Indies,Pakistan,31 runs,Abu Dhabi,"Nov 16, 2008",ODI # 2776
India,England,India,54 runs,Indore,"Nov 17, 2008",ODI # 2777
India,England,India,16 runs,Kanpur,"Nov 20, 2008",ODI # 2778
Zimbabwe,Sri Lanka,Sri Lanka,6 wickets,Harare,"Nov 20, 2008",ODI # 2779
Zimbabwe,Sri Lanka,Sri Lanka,9 wickets,Harare,"Nov 22, 2008",ODI # 2780
India,England,India,19 runs,Bengaluru,"Nov 23, 2008",ODI # 2781
Zimbabwe,Sri Lanka,Sri Lanka,5 runs,Harare,"Nov 24, 2008",ODI # 2782
India,England,India,6 wickets,Cuttack,"Nov 26, 2008",ODI # 2783
Zimbabwe,Sri Lanka,Sri Lanka,2 wickets,Harare,"Nov 28, 2008",ODI # 2784
Zimbabwe,Sri Lanka,Sri Lanka,19 runs,Harare,"Nov 30, 2008",ODI # 2785
New Zealand,West Indies,no result,,Queenstown,"Dec 31, 2008",ODI # 2786
New Zealand,West Indies,West Indies,5 wickets,Christchurch,"Jan 3, 2009",ODI # 2787
New Zealand,West Indies,New Zealand,7 wickets,Wellington,"Jan 7, 2009",ODI # 2788
New Zealand,West Indies,no result,,Auckland,"Jan 10, 2009",ODI # 2789
Bangladesh,Zimbabwe,Zimbabwe,38 runs,Dhaka,"Jan 10, 2009",ODI # 2790
Sri Lanka,Zimbabwe,Sri Lanka,130 runs,Dhaka,"Jan 12, 2009",ODI # 2791
New Zealand,West Indies,New Zealand,9 runs,Napier,"Jan 13, 2009",ODI # 2792
Bangladesh,Sri Lanka,Bangladesh,5 wickets,Dhaka,"Jan 14, 2009",ODI # 2793
Bangladesh,Sri Lanka,Sri Lanka,2 wickets,Dhaka,"Jan 16, 2009",ODI # 2794
Australia,South Africa,South Africa,3 wickets,Melbourne,"Jan 16, 2009",ODI # 2795
Australia,South Africa,Australia,5 runs,Hobart,"Jan 18, 2009",ODI # 2796
Bangladesh,Zimbabwe,Zimbabwe,2 wickets,Dhaka,"Jan 19, 2009",ODI # 2797
Pakistan,Sri Lanka,Pakistan,8 wickets,Karachi,"Jan 20, 2009",ODI # 2798
Bangladesh,Zimbabwe,Bangladesh,6 wickets,Dhaka,"Jan 21, 2009",ODI # 2799
Pakistan,Sri Lanka,Sri Lanka,129 runs,Karachi,"Jan 21, 2009",ODI # 2800
Bangladesh,Zimbabwe,Bangladesh,6 wickets,Dhaka,"Jan 23, 2009",ODI # 2801
Australia,South Africa,South Africa,3 wickets,Sydney,"Jan 23, 2009",ODI # 2802
Pakistan,Sri Lanka,Sri Lanka,234 runs,Lahore,"Jan 24, 2009",ODI # 2803
Australia,South Africa,South Africa,8 wickets,Adelaide,"Jan 26, 2009",ODI # 2804
Kenya,Zimbabwe,Zimbabwe,109 runs,Mombasa,"Jan 27, 2009",ODI # 2805
Sri Lanka,India,India,6 wickets,Dambulla,"Jan 28, 2009",ODI # 2806
Kenya,Zimbabwe,Zimbabwe,151 runs,Mombasa,"Jan 29, 2009",ODI # 2807
Australia,South Africa,South Africa,39 runs,Perth,"Jan 30, 2009",ODI # 2808
Kenya,Zimbabwe,Zimbabwe,4 wickets,Nairobi (Gym),"Jan 31, 2009",ODI # 2809
Sri Lanka,India,India,15 runs,Colombo (RPS),"Jan 31, 2009",ODI # 2810
Australia,New Zealand,New Zealand,2 wickets,Perth,"Feb 1, 2009",ODI # 2811
Kenya,Zimbabwe,Zimbabwe,66 runs,Nairobi (Gym),"Feb 1, 2009",ODI # 2812
Sri Lanka,India,India,147 runs,Colombo (RPS),"Feb 3, 2009",ODI # 2813
Kenya,Zimbabwe,Zimbabwe,7 wickets,Nairobi (Gym),"Feb 4, 2009",ODI # 2814
Sri Lanka,India,India,67 runs,Colombo (RPS),"Feb 5, 2009",ODI # 2815
Australia,New Zealand,New Zealand,6 wickets,Melbourne,"Feb 6, 2009",ODI # 2816
Australia,New Zealand,Australia,32 runs,Sydney,"Feb 8, 2009",ODI # 2817
Sri Lanka,India,Sri Lanka,68 runs,Colombo (RPS),"Feb 8, 2009",ODI # 2818
Australia,New Zealand,Australia,6 wickets,Adelaide,"Feb 10, 2009",ODI # 2819
Australia,New Zealand,no result,,Brisbane,"Feb 13, 2009",ODI # 2820
New Zealand,India,India,53 runs,Napier,"Mar 3, 2009",ODI # 2821
New Zealand,India,no result,,Wellington,"Mar 6, 2009",ODI # 2822
New Zealand,India,India,58 runs,Christchurch,"Mar 8, 2009",ODI # 2823
New Zealand,India,India,84 runs,Hamilton,"Mar 11, 2009",ODI # 2824
New Zealand,India,New Zealand,8 wickets,Auckland,"Mar 14, 2009",ODI # 2825
West Indies,England,England,1 run,Providence,"Mar 20, 2009",ODI # 2826
West Indies,England,West Indies,21 runs,Providence,"Mar 22, 2009",ODI # 2827
West Indies,England,West Indies,8 wickets,Bridgetown,"Mar 27, 2009",ODI # 2828
West Indies,England,England,9 wickets,Bridgetown,"Mar 29, 2009",ODI # 2829
Ireland,Scotland,Ireland,7 wickets,Benoni,"Apr 1, 2009",ODI # 2830
Kenya,Netherlands,Netherlands,7 wickets,Potchefstroom,"Apr 1, 2009",ODI # 2831
South Africa,Australia,Australia,141 runs,Durban,"Apr 3, 2009",ODI # 2832
West Indies,England,England,26 runs,Gros Islet,"Apr 3, 2009",ODI # 2833
South Africa,Australia,South Africa,7 wickets,Centurion,"Apr 5, 2009",ODI # 2834
Bermuda,Kenya,Kenya,7 wickets,Potchefstroom,"Apr 6, 2009",ODI # 2835
Canada,Ireland,Ireland,6 wickets,Benoni,"Apr 6, 2009",ODI # 2836
Bermuda,Netherlands,Netherlands,63 runs,Potchefstroom,"Apr 8, 2009",ODI # 2837
Canada,Scotland,Canada,148 runs,Benoni,"Apr 8, 2009",ODI # 2838
South Africa,Australia,South Africa,25 runs,Cape Town,"Apr 9, 2009",ODI # 2839
South Africa,Australia,South Africa,61 runs,Port Elizabeth,"Apr 13, 2009",ODI # 2840
South Africa,Australia,Australia,47 runs,Johannesburg,"Apr 17, 2009",ODI # 2841
Afghanistan,Scotland,Afghanistan,89 runs,Benoni,"Apr 19, 2009",ODI # 2842
Canada,Ireland,Ireland,9 wickets,Centurion,"Apr 19, 2009",ODI # 2843
Kenya,Netherlands,Netherlands,6 wickets,Potchefstroom,"Apr 19, 2009",ODI # 2844
Australia,Pakistan,Pakistan,4 wickets,Dubai (DSC),"Apr 22, 2009",ODI # 2845
Australia,Pakistan,Australia,6 wickets,Dubai (DSC),"Apr 24, 2009",ODI # 2846
Australia,Pakistan,Australia,27 runs,Abu Dhabi,"Apr 27, 2009",ODI # 2847
Australia,Pakistan,Australia,8 wickets,Abu Dhabi,"May 1, 2009",ODI # 2848
Australia,Pakistan,Pakistan,7 wickets,Abu Dhabi,"May 3, 2009",ODI # 2849
England,West Indies,England,6 wickets,Bristol,"May 24, 2009",ODI # 2850
England,West Indies,England,58 runs,Birmingham,"May 26, 2009",ODI # 2851
West Indies,India,India,20 runs,Kingston,"Jun 26, 2009",ODI # 2852
West Indies,India,West Indies,8 wickets,Kingston,"Jun 28, 2009",ODI # 2853
West Indies,India,India,6 wickets,Gros Islet,"Jul 3, 2009",ODI # 2854
West Indies,India,no result,,Gros Islet,"Jul 5, 2009",ODI # 2855
Scotland,Canada,Canada,6 wickets,Aberdeen,"Jul 7, 2009",ODI # 2856
Scotland,Canada,Scotland,5 wickets,Aberdeen,"Jul 8, 2009",ODI # 2857
Ireland,Kenya,Ireland,3 wickets,Dublin,"Jul 9, 2009",ODI # 2858
Netherlands,Canada,Netherlands,50 runs,Amstelveen,"Jul 11, 2009",ODI # 2859
Ireland,Kenya,Ireland,52 runs,Dublin,"Jul 11, 2009",ODI # 2860
Ireland,Kenya,Ireland,4 runs,Dublin,"Jul 12, 2009",ODI # 2861
West Indies,Bangladesh,Bangladesh,52 runs,Roseau,"Jul 26, 2009",ODI # 2862
West Indies,Bangladesh,Bangladesh,3 wickets,Roseau,"Jul 28, 2009",ODI # 2863
Sri Lanka,Pakistan,Sri Lanka,36 runs,Dambulla,"Jul 30, 2009",ODI # 2864
West Indies,Bangladesh,Bangladesh,3 wickets,Basseterre,"Jul 31, 2009",ODI # 2865
Sri Lanka,Pakistan,Sri Lanka,6 wickets,Dambulla,"Aug 1, 2009",ODI # 2866
Sri Lanka,Pakistan,Sri Lanka,6 wickets,Dambulla,"Aug 3, 2009",ODI # 2867
Sri Lanka,Pakistan,Pakistan,146 runs,Colombo (RPS),"Aug 7, 2009",ODI # 2868
Zimbabwe,Bangladesh,Bangladesh,8 wickets,Bulawayo,"Aug 9, 2009",ODI # 2869
Sri Lanka,Pakistan,Pakistan,132 runs,Colombo (RPS),"Aug 9, 2009",ODI # 2870
Zimbabwe,Bangladesh,Bangladesh,49 runs,Bulawayo,"Aug 11, 2009",ODI # 2871
Zimbabwe,Bangladesh,Zimbabwe,69 runs,Bulawayo,"Aug 14, 2009",ODI # 2872
Zimbabwe,Bangladesh,Bangladesh,4 wickets,Bulawayo,"Aug 16, 2009",ODI # 2873
Zimbabwe,Bangladesh,Bangladesh,5 wickets,Bulawayo,"Aug 18, 2009",ODI # 2874
Canada,Kenya,Canada,9 wickets,King City (NW),"Aug 19, 2009",ODI # 2875
Scotland,Ireland,Ireland,96 runs,Aberdeen,"Aug 22, 2009",ODI # 2876
Canada,Kenya,no result,,King City (NW),"Aug 22, 2009",ODI # 2877
Ireland,England,England,3 runs,Belfast,"Aug 27, 2009",ODI # 2878
Scotland,Australia,Australia,189 runs,Edinburgh,"Aug 28, 2009",ODI # 2879
Netherlands,Afghanistan,Netherlands,8 runs,Amstelveen,"Aug 30, 2009",ODI # 2880
Netherlands,Afghanistan,Afghanistan,6 wickets,Amstelveen,"Sep 1, 2009",ODI # 2881
England,Australia,Australia,4 runs,The Oval,"Sep 4, 2009",ODI # 2882
England,Australia,Australia,39 runs,Lord's,"Sep 6, 2009",ODI # 2883
Sri Lanka,New Zealand,Sri Lanka,97 runs,Colombo (RPS),"Sep 8, 2009",ODI # 2884
England,Australia,Australia,6 wickets,Southampton,"Sep 9, 2009",ODI # 2885
India,New Zealand,India,6 wickets,Colombo (RPS),"Sep 11, 2009",ODI # 2886
Sri Lanka,India,Sri Lanka,139 runs,Colombo (RPS),"Sep 12, 2009",ODI # 2887
England,Australia,Australia,7 wickets,Lord's,"Sep 12, 2009",ODI # 2888
Sri Lanka,India,India,46 runs,Colombo (RPS),"Sep 14, 2009",ODI # 2889
England,Australia,Australia,4 wickets,Nottingham,"Sep 15, 2009",ODI # 2890
England,Australia,Australia,111 runs,Nottingham,"Sep 17, 2009",ODI # 2891
England,Australia,England,4 wickets,Chester-le-Street,"Sep 20, 2009",ODI # 2892
South Africa,Sri Lanka,Sri Lanka,55 runs,Centurion,"Sep 22, 2009",ODI # 2893
Pakistan,West Indies,Pakistan,5 wickets,Johannesburg,"Sep 23, 2009",ODI # 2894
South Africa,New Zealand,South Africa,5 wickets,Centurion,"Sep 24, 2009",ODI # 2895
England,Sri Lanka,England,6 wickets,Johannesburg,"Sep 25, 2009",ODI # 2896
Australia,West Indies,Australia,50 runs,Johannesburg,"Sep 26, 2009",ODI # 2897
India,Pakistan,Pakistan,54 runs,Centurion,"Sep 26, 2009",ODI # 2898
New Zealand,Sri Lanka,New Zealand,38 runs,Johannesburg,"Sep 27, 2009",ODI # 2899
South Africa,England,England,22 runs,Centurion,"Sep 27, 2009",ODI # 2900
Australia,India,no result,,Centurion,"Sep 28, 2009",ODI # 2901
England,New Zealand,New Zealand,4 wickets,Johannesburg,"Sep 29, 2009",ODI # 2902
Australia,Pakistan,Australia,2 wickets,Centurion,"Sep 30, 2009",ODI # 2903
India,West Indies,India,7 wickets,Johannesburg,"Sep 30, 2009",ODI # 2904
Australia,England,Australia,9 wickets,Centurion,"Oct 2, 2009",ODI # 2905
New Zealand,Pakistan,New Zealand,5 wickets,Johannesburg,"Oct 3, 2009",ODI # 2906
Australia,New Zealand,Australia,6 wickets,Centurion,"Oct 5, 2009",ODI # 2907
Zimbabwe,Kenya,Zimbabwe,91 runs,Harare,"Oct 12, 2009",ODI # 2908
Zimbabwe,Kenya,Zimbabwe,86 runs,Harare,"Oct 13, 2009",ODI # 2909
Zimbabwe,Kenya,Kenya,20 runs,Harare,"Oct 15, 2009",ODI # 2910
Zimbabwe,Kenya,Zimbabwe,6 wickets,Harare,"Oct 17, 2009",ODI # 2911
Zimbabwe,Kenya,Zimbabwe,142 runs,Harare,"Oct 18, 2009",ODI # 2912
India,Australia,Australia,4 runs,Vadodara,"Oct 25, 2009",ODI # 2913
Bangladesh,Zimbabwe,Zimbabwe,5 wickets,Dhaka,"Oct 27, 2009",ODI # 2914
India,Australia,India,99 runs,Nagpur,"Oct 28, 2009",ODI # 2915
Bangladesh,Zimbabwe,Bangladesh,7 wickets,Dhaka,"Oct 29, 2009",ODI # 2916
Bangladesh,Zimbabwe,Bangladesh,4 wickets,Dhaka,"Oct 31, 2009",ODI # 2917
India,Australia,India,6 wickets,Delhi,"Oct 31, 2009",ODI # 2918
India,Australia,Australia,24 runs,Mohali,"Nov 2, 2009",ODI # 2919
Bangladesh,Zimbabwe,Bangladesh,6 wickets,Chattogram,"Nov 3, 2009",ODI # 2920
New Zealand,Pakistan,Pakistan,138 runs,Abu Dhabi,"Nov 3, 2009",ODI # 2921
Bangladesh,Zimbabwe,Bangladesh,1 wicket,Chattogram,"Nov 5, 2009",ODI # 2922
India,Australia,Australia,3 runs,Hyderabad (Deccan),"Nov 5, 2009",ODI # 2923
New Zealand,Pakistan,New Zealand,64 runs,Abu Dhabi,"Nov 6, 2009",ODI # 2924
India,Australia,Australia,6 wickets,Guwahati,"Nov 8, 2009",ODI # 2925
South Africa,Zimbabwe,South Africa,45 runs,Benoni,"Nov 8, 2009",ODI # 2926
New Zealand,Pakistan,New Zealand,7 runs,Abu Dhabi,"Nov 9, 2009",ODI # 2927
South Africa,Zimbabwe,South Africa,212 runs,Centurion,"Nov 10, 2009",ODI # 2928
South Africa,England,England,7 wickets,Centurion,"Nov 22, 2009",ODI # 2929
South Africa,England,South Africa,112 runs,Cape Town,"Nov 27, 2009",ODI # 2930
South Africa,England,England,7 wickets,Port Elizabeth,"Nov 29, 2009",ODI # 2931
India,Sri Lanka,India,3 runs,Rajkot,"Dec 15, 2009",ODI # 2932
India,Sri Lanka,Sri Lanka,3 wickets,Nagpur,"Dec 18, 2009",ODI # 2933
India,Sri Lanka,India,7 wickets,Cuttack,"Dec 21, 2009",ODI # 2934
India,Sri Lanka,India,7 wickets,Kolkata,"Dec 24, 2009",ODI # 2935
India,Sri Lanka,no result,,Delhi,"Dec 27, 2009",ODI # 2936
Bangladesh,Sri Lanka,Sri Lanka,7 wickets,Dhaka,"Jan 4, 2010",ODI # 2937
India,Sri Lanka,Sri Lanka,5 wickets,Dhaka,"Jan 5, 2010",ODI # 2938
Bangladesh,India,India,6 wickets,Dhaka,"Jan 7, 2010",ODI # 2939
Bangladesh,Sri Lanka,Sri Lanka,9 wickets,Dhaka,"Jan 8, 2010",ODI # 2940
India,Sri Lanka,India,8 wickets,Dhaka,"Jan 10, 2010",ODI # 2941
Bangladesh,India,India,6 wickets,Dhaka,"Jan 11, 2010",ODI # 2942
India,Sri Lanka,Sri Lanka,4 wickets,Dhaka,"Jan 13, 2010",ODI # 2943
Australia,Pakistan,Australia,5 wickets,Brisbane,"Jan 22, 2010",ODI # 2944
Australia,Pakistan,Australia,140 runs,Sydney,"Jan 24, 2010",ODI # 2945
Australia,Pakistan,Australia,40 runs,Adelaide,"Jan 26, 2010",ODI # 2946
Australia,Pakistan,Australia,135 runs,Perth,"Jan 29, 2010",ODI # 2947
Australia,Pakistan,Australia,2 wickets,Perth,"Jan 31, 2010",ODI # 2948
New Zealand,Bangladesh,New Zealand,146 runs,Napier,"Feb 5, 2010",ODI # 2949
Australia,West Indies,Australia,113 runs,Melbourne,"Feb 7, 2010",ODI # 2950
New Zealand,Bangladesh,New Zealand,5 wickets,Dunedin,"Feb 8, 2010",ODI # 2951
Australia,West Indies,Australia,8 wickets,Adelaide,"Feb 9, 2010",ODI # 2952
New Zealand,Bangladesh,New Zealand,3 wickets,Christchurch,"Feb 11, 2010",ODI # 2953
Australia,West Indies,no result,,Sydney,"Feb 12, 2010",ODI # 2954
Australia,West Indies,Australia,50 runs,Brisbane,"Feb 14, 2010",ODI # 2955
Kenya,Netherlands,Kenya,6 wickets,Nairobi (Gym),"Feb 16, 2010",ODI # 2956
Afghanistan,Canada,Afghanistan,1 run,Sharjah,"Feb 16, 2010",ODI # 2957
Kenya,Netherlands,Netherlands,80 runs,Nairobi (Gym),"Feb 18, 2010",ODI # 2958
Afghanistan,Canada,Canada,4 wickets,Sharjah,"Feb 18, 2010",ODI # 2959
Australia,West Indies,Australia,125 runs,Melbourne,"Feb 19, 2010",ODI # 2960
India,South Africa,India,1 run,Jaipur,"Feb 21, 2010",ODI # 2961
India,South Africa,India,153 runs,Gwalior,"Feb 24, 2010",ODI # 2962
India,South Africa,South Africa,90 runs,Ahmedabad,"Feb 27, 2010",ODI # 2963
Bangladesh,England,England,6 wickets,Dhaka,"Feb 28, 2010",ODI # 2964
Bangladesh,England,England,2 wickets,Dhaka,"Mar 2, 2010",ODI # 2965
New Zealand,Australia,New Zealand,2 wickets,Napier,"Mar 3, 2010",ODI # 2966
West Indies,Zimbabwe,Zimbabwe,2 runs,Providence,"Mar 4, 2010",ODI # 2967
Bangladesh,England,England,45 runs,Chattogram,"Mar 5, 2010",ODI # 2968
New Zealand,Australia,Australia,12 runs,Auckland,"Mar 6, 2010",ODI # 2969
West Indies,Zimbabwe,West Indies,4 wickets,Providence,"Mar 6, 2010",ODI # 2970
New Zealand,Australia,Australia,6 wickets,Hamilton,"Mar 9, 2010",ODI # 2971
West Indies,Zimbabwe,West Indies,141 runs,Kingstown,"Mar 10, 2010",ODI # 2972
New Zealand,Australia,Australia,6 wickets,Auckland,"Mar 11, 2010",ODI # 2973
West Indies,Zimbabwe,West Indies,4 wickets,Kingstown,"Mar 12, 2010",ODI # 2974
New Zealand,Australia,New Zealand,51 runs,Wellington,"Mar 13, 2010",ODI # 2975
West Indies,Zimbabwe,West Indies,4 wickets,Kingstown,"Mar 14, 2010",ODI # 2976
West Indies,Canada,West Indies,208 runs,Kingston,"Apr 13, 2010",ODI # 2977
West Indies,Ireland,West Indies,6 wickets,Kingston,"Apr 15, 2010",ODI # 2978
West Indies,South Africa,South Africa,66 runs,North Sound,"May 22, 2010",ODI # 2979
West Indies,South Africa,South Africa,17 runs,North Sound,"May 24, 2010",ODI # 2980
Zimbabwe,India,Zimbabwe,6 wickets,Bulawayo,"May 28, 2010",ODI # 2981
West Indies,South Africa,South Africa,67 runs,Roseau,"May 28, 2010",ODI # 2982
India,Sri Lanka,India,7 wickets,Bulawayo,"May 30, 2010",ODI # 2983
West Indies,South Africa,South Africa,7 wickets,Roseau,"May 30, 2010",ODI # 2984
Zimbabwe,Sri Lanka,Sri Lanka,9 wickets,Bulawayo,"Jun 1, 2010",ODI # 2985
